"src","dest","direction"
"5058","7532","undirected"
"5058","7534","undirected"
"5062","5880","undirected"
"10298","2810","undirected"
"10298","7532","undirected"
"10298","10971","undirected"
"10298","7534","undirected"
"56924","10971","undirected"
"50855","5584","undirected"
"50855","23433","undirected"
"84612","23433","undirected"
"5141","5576","undirected"
"5147","5906","undirected"
"5147","6009","undirected"
"5147","387","undirected"
"5154","5156","undirected"
"5155","5156","undirected"
"5155","7057","undirected"
"5156","5159","undirected"
"5159","5295","undirected"
"5159","5781","undirected"
"5159","5894","undirected"
"5159","5921","undirected"
"5159","7409","undirected"
"5159","7410","undirected"
"5159","10451","undirected"
"5163","5585","undirected"
"5163","6198","undirected"
"5170","5585","undirected"
"5170","5566","undirected"
"5170","5580","undirected"
"5170","5584","undirected"
"5170","10971","undirected"
"5196","7056","undirected"
"5198","51422","undirected"
"5198","7189","undirected"
"5198","7428","undirected"
"5216","23433","undirected"
"5216","7408","undirected"
"5216","8976","undirected"
"5217","6093","undirected"
"5217","25942","undirected"
"5217","7408","undirected"
"8554","5468","undirected"
"8554","6477","undirected"
"8554","6772","undirected"
"8554","7157","undirected"
"9063","6477","undirected"
"9063","6775","undirected"
"9063","7157","undirected"
"10401","5970","undirected"
"10401","6477","undirected"
"10401","4087","undirected"
"10401","4088","undirected"
"10401","4089","undirected"
"10401","6774","undirected"
"51588","4086","undirected"
"51588","4087","undirected"
"51588","4088","undirected"
"51588","4089","undirected"
"51588","4091","undirected"
"51588","4092","undirected"
"5279","9091","undirected"
"5283","9091","undirected"
"118788","5295","undirected"
"5290","5295","undirected"
"5290","25780","undirected"
"5291","5295","undirected"
"5291","5580","undirected"
"5291","5581","undirected"
"5294","23533","undirected"
"5294","5563","undirected"
"5295","5747","undirected"
"5295","5781","undirected"
"5295","5777","undirected"
"5295","22800","undirected"
"5295","9306","undirected"
"5295","7048","undirected"
"5295","7409","undirected"
"5296","9306","undirected"
"5296","7006","undirected"
"5296","7048","undirected"
"5292","6470","undirected"
"5292","6502","undirected"
"5300","5347","undirected"
"5300","5430","undirected"
"5300","4087","undirected"
"5300","4088","undirected"
"5300","9021","undirected"
"5300","7157","undirected"
"5300","7186","undirected"
"5300","7428","undirected"
"8396","7132","undirected"
"8395","8405","undirected"
"23396","83660","undirected"
"5585","5337","undirected"
"5585","387","undirected"
"5319","5320","undirected"
"5336","5587","undirected"
"5336","5781","undirected"
"5336","6850","undirected"
"5336","7409","undirected"
"5337","5578","undirected"
"5337","5898","undirected"
"5337","387","undirected"
"5338","5578","undirected"
"5338","5580","undirected"
"5347","5970","undirected"
"5347","6788","undirected"
"5347","10010","undirected"
"5347","7248","undirected"
"5347","7249","undirected"
"10733","2810","undirected"
"5425","10714","undirected"
"25885","84172","undirected"
"25885","64425","undirected"
"25885","5434","undirected"
"25885","5437","undirected"
"51082","661","undirected"
"5430","5431","undirected"
"5430","5434","undirected"
"5430","5435","undirected"
"5430","5436","undirected"
"5430","5437","undirected"
"5430","5438","undirected"
"5430","5439","undirected"
"5430","5440","undirected"
"5430","6256","undirected"
"5430","7428","undirected"
"5431","5434","undirected"
"5431","5436","undirected"
"5431","5437","undirected"
"5431","5439","undirected"
"5431","5440","undirected"
"5433","5439","undirected"
"5434","5435","undirected"
"5434","5436","undirected"
"5434","5437","undirected"
"5434","5439","undirected"
"5434","5440","undirected"
"5434","661","undirected"
"5435","5436","undirected"
"5435","5440","undirected"
"5435","661","undirected"
"5436","5437","undirected"
"5436","5439","undirected"
"5436","5440","undirected"
"5436","7428","undirected"
"5437","5439","undirected"
"5437","5440","undirected"
"5437","661","undirected"
"5439","5440","undirected"
"11128","661","undirected"
"11128","55718","undirected"
"55703","661","undirected"
"10623","661","undirected"
"10623","10621","undirected"
"10623","10622","undirected"
"661","55718","undirected"
"661","10621","undirected"
"661","10622","undirected"
"5443","7448","undirected"
"5465","10891","undirected"
"5465","5970","undirected"
"5465","6256","undirected"
"5465","6258","undirected"
"5467","5970","undirected"
"5468","10891","undirected"
"5468","6256","undirected"
"5468","6667","undirected"
"10891","6256","undirected"
"10891","7068","undirected"
"5495","5515","undirected"
"5495","10125","undirected"
"5500","4659","undirected"
"5500","4660","undirected"
"5500","5747","undirected"
"5501","5509","undirected"
"5509","2810","undirected"
"5515","5518","undirected"
"5515","5519","undirected"
"5515","5520","undirected"
"5515","5522","undirected"
"5515","55844","undirected"
"5515","5523","undirected"
"5515","5525","undirected"
"5515","5526","undirected"
"5515","5527","undirected"
"5515","5528","undirected"
"5515","5529","undirected"
"5515","5580","undirected"
"5515","5934","undirected"
"5515","5970","undirected"
"5516","5518","undirected"
"5516","5519","undirected"
"5516","5520","undirected"
"5516","5528","undirected"
"5516","5531","undirected"
"5516","5970","undirected"
"5518","5519","undirected"
"5518","5520","undirected"
"5518","5522","undirected"
"5518","55844","undirected"
"5518","5525","undirected"
"5518","5527","undirected"
"5518","5528","undirected"
"5518","5529","undirected"
"5518","5531","undirected"
"5519","5520","undirected"
"5519","5522","undirected"
"5519","5525","undirected"
"5519","5526","undirected"
"5519","5527","undirected"
"5519","5528","undirected"
"5519","5529","undirected"
"5520","6198","undirected"
"5525","5527","undirected"
"5528","5531","undirected"
"5530","1827","undirected"
"5531","5966","undirected"
"5531","5970","undirected"
"5531","7099","undirected"
"5531","7157","undirected"
"5531","7189","undirected"
"5562","5563","undirected"
"5562","5564","undirected"
"5562","5565","undirected"
"5562","5571","undirected"
"5562","51422","undirected"
"5562","7249","undirected"
"5562","8408","undirected"
"5563","5564","undirected"
"5563","5565","undirected"
"5563","5571","undirected"
"5563","51422","undirected"
"5563","6786","undirected"
"5563","57620","undirected"
"5563","8408","undirected"
"5564","5565","undirected"
"5564","5571","undirected"
"5564","51422","undirected"
"5565","5571","undirected"
"5565","51422","undirected"
"5565","57620","undirected"
"5565","8408","undirected"
"5566","5573","undirected"
"5566","25780","undirected"
"5566","9322","undirected"
"5571","51422","undirected"
"5571","8408","undirected"
"5573","5575","undirected"
"5573","29108","undirected"
"5578","7074","undirected"
"5578","7532","undirected"
"5578","7534","undirected"
"5580","2185","undirected"
"5580","5777","undirected"
"5580","25780","undirected"
"5580","6772","undirected"
"5580","7074","undirected"
"5580","7532","undirected"
"5580","7534","undirected"
"5581","5894","undirected"
"5581","25780","undirected"
"5581","291","undirected"
"5581","6772","undirected"
"5581","7074","undirected"
"5581","7416","undirected"
"5581","7534","undirected"
"5582","7074","undirected"
"5582","7532","undirected"
"5584","7428","undirected"
"5584","7534","undirected"
"5587","6850","undirected"
"5587","10971","undirected"
"5587","7534","undirected"
"5618","5781","undirected"
"5618","8835","undirected"
"5618","9021","undirected"
"5618","7006","undirected"
"5618","7409","undirected"
"3276","5970","undirected"
"3276","6776","undirected"
"3276","7068","undirected"
"3276","7157","undirected"
"5663","5664","undirected"
"5663","7189","undirected"
"9051","8607","undirected"
"5728","5747","undirected"
"5728","7157","undirected"
"5743","7157","undirected"
"5747","5781","undirected"
"5747","8835","undirected"
"5747","6772","undirected"
"5747","6774","undirected"
"5747","6850","undirected"
"5747","7157","undirected"
"5747","7248","undirected"
"5747","7249","undirected"
"2185","5781","undirected"
"2185","5777","undirected"
"2185","5921","undirected"
"2185","6513","undirected"
"2185","9021","undirected"
"2185","6850","undirected"
"2185","7409","undirected"
"5770","6776","undirected"
"5770","6777","undirected"
"5770","7297","undirected"
"5781","9021","undirected"
"5781","6654","undirected"
"5781","6774","undirected"
"5781","6776","undirected"
"5781","6777","undirected"
"5771","2810","undirected"
"5771","6772","undirected"
"5771","6774","undirected"
"5777","6654","undirected"
"5777","6752","undirected"
"5777","6777","undirected"
"5777","6850","undirected"
"5777","7297","undirected"
"5777","7409","undirected"
"5777","7535","undirected"
"5859","7186","undirected"
"10890","4218","undirected"
"5868","9610","undirected"
"5868","7249","undirected"
"5869","9610","undirected"
"5894","5906","undirected"
"5894","5934","undirected"
"5894","6009","undirected"
"5894","6237","undirected"
"5894","22800","undirected"
"5894","2810","undirected"
"5894","7409","undirected"
"5894","7416","undirected"
"5894","7531","undirected"
"5894","7532","undirected"
"5894","10971","undirected"
"5894","7534","undirected"
"5896","5897","undirected"
"5897","6502","undirected"
"5898","10928","undirected"
"5898","5906","undirected"
"5898","7249","undirected"
"5899","10928","undirected"
"5906","9693","undirected"
"5906","10411","undirected"
"5906","11069","undirected"
"5906","51735","undirected"
"5906","10636","undirected"
"5906","6009","undirected"
"5906","7249","undirected"
"5921","9021","undirected"
"5921","7535","undirected"
"10125","7428","undirected"
"25780","10971","undirected"
"11186","6502","undirected"
"11186","6789","undirected"
"5934","6502","undirected"
"5934","22938","undirected"
"3516","25942","undirected"
"3516","22938","undirected"
"25898","7157","undirected"
"5966","5970","undirected"
"5966","6667","undirected"
"5966","6722","undirected"
"5966","29110","undirected"
"5970","5971","undirected"
"5970","6256","undirected"
"5970","80854","undirected"
"5970","8651","undirected"
"5970","6667","undirected"
"5970","6722","undirected"
"5970","6774","undirected"
"5970","29110","undirected"
"10636","7186","undirected"
"6009","7248","undirected"
"6009","7249","undirected"
"387","6093","undirected"
"387","9475","undirected"
"387","57154","undirected"
"387","64750","undirected"
"387","7006","undirected"
"387","7132","undirected"
"387","10451","undirected"
"23433","9322","undirected"
"23433","8976","undirected"
"253260","6198","undirected"
"9610","22800","undirected"
"8737","11035","undirected"
"8737","148022","undirected"
"8737","7132","undirected"
"8737","8717","undirected"
"8737","7185","undirected"
"8737","7186","undirected"
"8737","7187","undirected"
"11035","148022","undirected"
"11035","7132","undirected"
"11035","7186","undirected"
"6198","6850","undirected"
"6199","6850","undirected"
"10670","64121","undirected"
"10670","58528","undirected"
"6240","6241","undirected"
"6240","50484","undirected"
"6241","7157","undirected"
"50484","7157","undirected"
"8607","9894","undirected"
"6256","22938","undirected"
"6256","6667","undirected"
"6256","7067","undirected"
"6256","7068","undirected"
"6258","6722","undirected"
"112483","7428","undirected"
"60485","2810","undirected"
"60485","6788","undirected"
"60485","6789","undirected"
"5054","7448","undirected"
"80854","7157","undirected"
"2810","26037","undirected"
"2810","7157","undirected"
"2810","7706","undirected"
"2810","7532","undirected"
"6422","7471","undirected"
"6422","7472","undirected"
"6477","7409","undirected"
"25942","4088","undirected"
"25942","22938","undirected"
"25942","6667","undirected"
"25942","7157","undirected"
"6502","4089","undirected"
"6502","6667","undirected"
"6520","8140","undirected"
"4086","4089","undirected"
"4086","4091","undirected"
"4086","57154","undirected"
"4086","64750","undirected"
"4086","6774","undirected"
"4087","4088","undirected"
"4087","4089","undirected"
"4087","4091","undirected"
"4087","4092","undirected"
"4087","57154","undirected"
"4087","64750","undirected"
"4087","22938","undirected"
"4087","6662","undirected"
"4087","6667","undirected"
"4087","7040","undirected"
"4087","9372","undirected"
"4088","4089","undirected"
"4088","4092","undirected"
"4088","57154","undirected"
"4088","64750","undirected"
"4088","22938","undirected"
"4088","6662","undirected"
"4088","6667","undirected"
"4088","7040","undirected"
"4088","9372","undirected"
"4089","4090","undirected"
"4089","4091","undirected"
"4089","4092","undirected"
"4089","57154","undirected"
"4089","22938","undirected"
"4089","6667","undirected"
"4090","57154","undirected"
"4090","64750","undirected"
"4091","4092","undirected"
"4091","57154","undirected"
"4091","64750","undirected"
"4091","10413","undirected"
"4092","57154","undirected"
"4092","64750","undirected"
"4092","6722","undirected"
"4092","7048","undirected"
"4092","10413","undirected"
"57154","64750","undirected"
"57154","7048","undirected"
"57154","7186","undirected"
"57154","7187","undirected"
"57154","7189","undirected"
"64750","7048","undirected"
"64750","7133","undirected"
"64750","7186","undirected"
"8651","8835","undirected"
"8651","7006","undirected"
"8651","7409","undirected"
"8651","7410","undirected"
"9021","7189","undirected"
"6667","6720","undirected"
"6667","6722","undirected"
"6667","6774","undirected"
"6667","6850","undirected"
"6667","7157","undirected"
"8877","7186","undirected"
"8405","7185","undirected"
"8405","7189","undirected"
"6722","7003","undirected"
"10254","7297","undirected"
"6772","6773","undirected"
"6772","6774","undirected"
"6772","7132","undirected"
"6772","8717","undirected"
"6772","7297","undirected"
"6774","6778","undirected"
"6774","9322","undirected"
"6774","7253","undirected"
"6778","7157","undirected"
"6786","57620","undirected"
"6794","7157","undirected"
"6788","6789","undirected"
"6783","6820","undirected"
"6783","7157","undirected"
"6850","7189","undirected"
"6850","7409","undirected"
"10010","29110","undirected"
"10010","7185","undirected"
"10010","7186","undirected"
"10010","7187","undirected"
"29110","9755","undirected"
"29110","340061","undirected"
"29110","7186","undirected"
"29110","7187","undirected"
"79718","7067","undirected"
"79718","7068","undirected"
"7004","25937","undirected"
"7006","7409","undirected"
"7040","7042","undirected"
"7040","7048","undirected"
"7040","7057","undirected"
"7040","7448","undirected"
"7040","7531","undirected"
"7042","7048","undirected"
"7042","7448","undirected"
"7043","7048","undirected"
"7067","10971","undirected"
"7068","7157","undirected"
"114609","7097","undirected"
"114609","7099","undirected"
"114609","7189","undirected"
"7083","7157","undirected"
"7096","7097","undirected"
"7096","7099","undirected"
"7097","54472","undirected"
"7099","54472","undirected"
"8792","7185","undirected"
"8792","7186","undirected"
"8792","7187","undirected"
"8792","7189","undirected"
"7132","8717","undirected"
"7132","7185","undirected"
"7132","7186","undirected"
"7133","7185","undirected"
"7133","7186","undirected"
"7134","7137","undirected"
"7137","7139","undirected"
"7139","7168","undirected"
"7157","7159","undirected"
"7157","7428","undirected"
"7157","7534","undirected"
"7159","10413","undirected"
"7161","10413","undirected"
"8717","7185","undirected"
"8717","7186","undirected"
"7185","7186","undirected"
"7186","7189","undirected"
"7189","7416","undirected"
"7248","7249","undirected"
"7248","7534","undirected"
"7249","10971","undirected"
"7249","7534","undirected"
"7297","7409","undirected"
"7409","7535","undirected"
"25937","7531","undirected"
"25937","7532","undirected"
"25937","7534","undirected"
"10413","10971","undirected"
"7531","7532","undirected"
"7531","10971","undirected"
"7531","7534","undirected"
