"src","dest","direction"
"2247","2260","undirected"
"2247","7448","undirected"
"2252","2263","undirected"
"2253","2261","undirected"
"2254","2261","undirected"
"2260","10818","undirected"
"2260","3717","undirected"
"2260","6774","undirected"
"2263","3678","undirected"
"2263","5295","undirected"
"2263","6774","undirected"
"2263","6776","undirected"
"2263","6777","undirected"
"2261","2885","undirected"
"2261","3320","undirected"
"2261","3312","undirected"
"2261","23649","undirected"
"2261","25970","undirected"
"2271","4191","undirected"
"201163","96459","undirected"
"201163","5563","undirected"
"2317","3690","undirected"
"2317","3694","undirected"
"2317","5663","undirected"
"2317","5664","undirected"
"2317","7253","undirected"
"2318","3636","undirected"
"2318","6416","undirected"
"2321","3791","undirected"
"2321","5228","undirected"
"2321","25759","undirected"
"2321","7423","undirected"
"2324","2885","undirected"
"2324","7424","undirected"
"2335","3678","undirected"
"2335","3694","undirected"
"2335","3695","undirected"
"2335","3371","undirected"
"2335","7253","undirected"
"2335","7428","undirected"
"96459","3320","undirected"
"96459","5562","undirected"
"96459","5563","undirected"
"96459","5564","undirected"
"96459","5571","undirected"
"2339","7040","undirected"
"2353","3725","undirected"
"2353","3727","undirected"
"2353","5594","undirected"
"2353","5598","undirected"
"2353","8648","undirected"
"2353","10499","undirected"
"2353","9612","undirected"
"2353","5970","undirected"
"2353","8986","undirected"
"2353","4088","undirected"
"8061","3725","undirected"
"2308","6502","undirected"
"2308","4088","undirected"
"2308","4089","undirected"
"2308","7249","undirected"
"2308","7532","undirected"
"2308","7534","undirected"
"2309","4609","undirected"
"2309","4086","undirected"
"2309","4088","undirected"
"2309","4089","undirected"
"2309","6789","undirected"
"2309","7531","undirected"
"2309","7534","undirected"
"10818","2885","undirected"
"10818","3643","undirected"
"10818","4914","undirected"
"10818","4916","undirected"
"10818","5584","undirected"
"10818","5781","undirected"
"10818","6654","undirected"
"2492","2868","undirected"
"2492","2870","undirected"
"10468","83729","undirected"
"2526","9636","undirected"
"5348","10971","undirected"
"2533","8631","undirected"
"2533","7408","undirected"
"8321","89780","undirected"
"8321","7474","undirected"
"8323","6422","undirected"
"8325","4041","undirected"
"8325","4040","undirected"
"8325","7471","undirected"
"2549","2885","undirected"
"2549","4215","undirected"
"2549","4233","undirected"
"2549","5295","undirected"
"2549","5781","undirected"
"2549","6093","undirected"
"9846","2885","undirected"
"9846","27040","undirected"
"9846","4067","undirected"
"9846","4233","undirected"
"9846","4690","undirected"
"9846","5295","undirected"
"9846","5336","undirected"
"9846","5781","undirected"
"9846","5777","undirected"
"9846","7535","undirected"
"23710","11345","undirected"
"23710","2997","undirected"
"23710","3030","undirected"
"23710","3996","undirected"
"23710","8439","undirected"
"23710","5294","undirected"
"23710","5573","undirected"
"23710","5584","undirected"
"11345","3030","undirected"
"11345","5584","undirected"
"11345","5906","undirected"
"11345","8408","undirected"
"11345","7416","undirected"
"2571","23498","undirected"
"2571","5566","undirected"
"2571","5581","undirected"
"4616","5609","undirected"
"23193","51422","undirected"
"23193","7189","undirected"
"2626","3066","undirected"
"2626","3397","undirected"
"2626","3398","undirected"
"2626","5594","undirected"
"2626","6667","undirected"
"2626","6722","undirected"
"2670","5663","undirected"
"2670","5664","undirected"
"2670","6772","undirected"
"2673","5563","undirected"
"2673","5565","undirected"
"2688","2690","undirected"
"2688","4048","undirected"
"2690","2887","undirected"
"2690","2885","undirected"
"2690","3716","undirected"
"2690","3717","undirected"
"2690","5295","undirected"
"2690","5770","undirected"
"2690","5781","undirected"
"2690","5771","undirected"
"2690","8651","undirected"
"2690","8835","undirected"
"2690","9021","undirected"
"2690","6774","undirected"
"2690","6777","undirected"
"2690","7297","undirected"
"28964","3163","undirected"
"28964","4122","undirected"
"28964","5062","undirected"
"28964","5747","undirected"
"28964","2185","undirected"
"28964","5792","undirected"
"28964","5803","undirected"
"2735","3066","undirected"
"2752","8554","undirected"
"2752","9063","undirected"
"2752","10401","undirected"
"29926","29925","undirected"
"8833","51422","undirected"
"2768","3320","undirected"
"2768","5536","undirected"
"2768","5580","undirected"
"2768","5581","undirected"
"2768","387","undirected"
"2768","6915","undirected"
"2768","7006","undirected"
"10672","5536","undirected"
"10672","5576","undirected"
"10672","5580","undirected"
"10672","5581","undirected"
"10672","2185","undirected"
"10672","6915","undirected"
"10672","7006","undirected"
"2770","3480","undirected"
"2770","10636","undirected"
"2771","10636","undirected"
"2775","4985","undirected"
"2775","4988","undirected"
"2783","2790","undirected"
"2783","2785","undirected"
"2783","2786","undirected"
"2783","2787","undirected"
"2783","2788","undirected"
"2783","2792","undirected"
"2783","2793","undirected"
"2783","5894","undirected"
"2784","2785","undirected"
"2784","2786","undirected"
"2784","2787","undirected"
"2784","2788","undirected"
"59345","51764","undirected"
"59345","2785","undirected"
"59345","2786","undirected"
"59345","2787","undirected"
"59345","2788","undirected"
"59345","2793","undirected"
"10681","51764","undirected"
"10681","2785","undirected"
"10681","2786","undirected"
"10681","2787","undirected"
"10681","2788","undirected"
"10681","4597","undirected"
"2786","5894","undirected"
"2805","5091","undirected"
"2806","3312","undirected"
"8733","5300","undirected"
"2887","3480","undirected"
"2887","3643","undirected"
"2887","3667","undirected"
"2887","3717","undirected"
"2887","3791","undirected"
"2887","3815","undirected"
"2887","5604","undirected"
"2887","5894","undirected"
"2885","3572","undirected"
"2885","3643","undirected"
"2885","3667","undirected"
"2885","3674","undirected"
"2885","3702","undirected"
"2885","3716","undirected"
"2885","3717","undirected"
"2885","3791","undirected"
"2885","11127","undirected"
"2885","3815","undirected"
"2885","27040","undirected"
"2885","3937","undirected"
"2885","4214","undirected"
"2885","11184","undirected"
"2885","8491","undirected"
"2885","5601","undirected"
"2885","4233","undirected"
"2885","10825","undirected"
"2885","4914","undirected"
"2885","5148","undirected"
"2885","5156","undirected"
"2885","5159","undirected"
"2885","5295","undirected"
"2885","5296","undirected"
"2885","5573","undirected"
"2885","5747","undirected"
"2885","2185","undirected"
"2885","5770","undirected"
"2885","5781","undirected"
"2885","5777","undirected"
"2885","5921","undirected"
"2885","25970","undirected"
"2885","10019","undirected"
"2885","8631","undirected"
"2885","8651","undirected"
"2885","6654","undirected"
"2885","6655","undirected"
"2885","6850","undirected"
"2885","7132","undirected"
"2885","7409","undirected"
"2885","7410","undirected"
"2885","10451","undirected"
"2885","8976","undirected"
"2885","7535","undirected"
"2890","2891","undirected"
"2890","2893","undirected"
"2890","9456","undirected"
"2893","5582","undirected"
"2903","116444","undirected"
"2903","2185","undirected"
"2869","5021","undirected"
"2869","6869","undirected"
"2913","5494","undirected"
"2917","5578","undirected"
"2931","4609","undirected"
"2932","4609","undirected"
"2932","4790","undirected"
"2932","4851","undirected"
"2932","4853","undirected"
"2932","10891","undirected"
"2932","5499","undirected"
"2932","5576","undirected"
"2932","5578","undirected"
"2932","5663","undirected"
"2932","5747","undirected"
"2932","5770","undirected"
"2932","23678","undirected"
"2932","4088","undirected"
"2932","64750","undirected"
"2932","7157","undirected"
"2932","7186","undirected"
"2932","7248","undirected"
"2932","7249","undirected"
"2944","2946","undirected"
"2948","7157","undirected"
"2950","5599","undirected"
"2969","3066","undirected"
"2969","8841","undirected"
"2969","5595","undirected"
"2969","4609","undirected"
"2969","4087","undirected"
"2969","6722","undirected"
"2969","6772","undirected"
"2969","6774","undirected"
"9569","8841","undirected"
"9569","9063","undirected"
"9569","4087","undirected"
"2977","2983","undirected"
"2977","3320","undirected"
"2983","3320","undirected"
"2983","4846","undirected"
"2992","2997","undirected"
"2992","5563","undirected"
"2992","5565","undirected"
"2997","5563","undirected"
"2997","5564","undirected"
"2997","5565","undirected"
"3030","5300","undirected"
"1839","4316","undirected"
"610","10021","undirected"
"3066","3091","undirected"
"3066","3667","undirected"
"3066","9612","undirected"
"3066","4790","undirected"
"3066","4792","undirected"
"3066","51588","undirected"
"3066","5467","undirected"
"3066","5970","undirected"
"3066","25942","undirected"
"3066","4092","undirected"
"3066","6591","undirected"
"3066","22938","undirected"
"3066","6667","undirected"
"3066","6774","undirected"
"3066","6850","undirected"
"3066","7157","undirected"
"3066","7161","undirected"
"3066","7428","undirected"
"8841","3091","undirected"
"8841","3312","undirected"
"8841","3725","undirected"
"8841","5600","undirected"
"8841","4609","undirected"
"8841","9611","undirected"
"8841","9612","undirected"
"8841","4772","undirected"
"8841","4790","undirected"
"8841","4792","undirected"
"8841","5467","undirected"
"8841","5468","undirected"
"8841","5531","undirected"
"8841","5970","undirected"
"8841","6256","undirected"
"8841","4092","undirected"
"8841","6667","undirected"
"8841","6722","undirected"
"8841","6774","undirected"
"8841","6850","undirected"
"8841","79718","undirected"
"8841","7067","undirected"
"8841","7068","undirected"
"8841","7428","undirected"
"3280","3320","undirected"
"3082","4233","undirected"
"3091","3320","undirected"
"3091","3725","undirected"
"3091","4149","undirected"
"3091","4193","undirected"
"3091","4609","undirected"
"3091","8648","undirected"
"3091","3164","undirected"
"3091","112483","undirected"
"3091","6774","undirected"
"3091","7157","undirected"
"3091","7428","undirected"
"3099","5581","undirected"
"3101","3952","undirected"
"9456","6261","undirected"
"9455","6261","undirected"
"9454","6261","undirected"
"3265","3643","undirected"
"3265","5604","undirected"
"3265","4763","undirected"
"3265","5147","undirected"
"3265","5290","undirected"
"3265","5294","undirected"
"3265","5295","undirected"
"3265","5894","undirected"
"3265","5898","undirected"
"3265","5921","undirected"
"3265","5923","undirected"
"3265","11186","undirected"
"3265","6009","undirected"
"3265","9610","undirected"
"3265","6654","undirected"
"3265","7074","undirected"
"3320","3312","undirected"
"3320","3717","undirected"
"3320","3725","undirected"
"3320","4609","undirected"
"3320","4846","undirected"
"3320","5058","undirected"
"3320","55361","undirected"
"3320","55300","undirected"
"3320","5292","undirected"
"3320","5465","undirected"
"3320","5536","undirected"
"3320","10728","undirected"
"3320","5894","undirected"
"3320","10928","undirected"
"3320","8737","undirected"
"3320","25942","undirected"
"3320","6667","undirected"
"3320","6774","undirected"
"3320","6794","undirected"
"3320","7048","undirected"
"3320","7082","undirected"
"3320","7157","undirected"
"7184","7450","undirected"
"3312","3717","undirected"
"3312","4137","undirected"
"3312","661","undirected"
"3312","5499","undirected"
"3312","4660","undirected"
"3312","5894","undirected"
"3312","8607","undirected"
"3312","7132","undirected"
"3312","7157","undirected"
"3315","9261","undirected"
"3315","8550","undirected"
"3315","5587","undirected"
"3315","7157","undirected"
"3350","3352","undirected"
"3351","3352","undirected"
"3383","3683","undirected"
"3383","3684","undirected"
"3383","3689","undirected"
"3398","5934","undirected"
"3398","25942","undirected"
"3454","5295","undirected"
"3454","3276","undirected"
"3454","6773","undirected"
"3454","6774","undirected"
"3454","7297","undirected"
"3455","3716","undirected"
"3455","6772","undirected"
"3455","6773","undirected"
"3458","3460","undirected"
"3460","3717","undirected"
"3479","3480","undirected"
"3480","3667","undirected"
"3480","3716","undirected"
"3480","4193","undirected"
"3480","5747","undirected"
"3480","5770","undirected"
"3480","5781","undirected"
"3480","5921","undirected"
"3480","8651","undirected"
"3480","8835","undirected"
"3480","9021","undirected"
"3480","10451","undirected"
"3480","7531","undirected"
"3480","7532","undirected"
"3551","3667","undirected"
"3551","4214","undirected"
"3551","4296","undirected"
"3551","9175","undirected"
"3551","9020","undirected"
"3551","4790","undirected"
"3551","4792","undirected"
"3551","4793","undirected"
"3551","5495","undirected"
"3551","5499","undirected"
"3551","5578","undirected"
"3551","5580","undirected"
"3551","5584","undirected"
"3551","5970","undirected"
"3551","7132","undirected"
"3551","7186","undirected"
"3587","3588","undirected"
"3587","3716","undirected"
"3592","3593","undirected"
"3594","149233","undirected"
"3553","3554","undirected"
"3553","23542","undirected"
"3554","3656","undirected"
"3554","4615","undirected"
"3554","5295","undirected"
"3554","54472","undirected"
"3567","3568","undirected"
"3568","3716","undirected"
"3568","3717","undirected"
"3569","3570","undirected"
"3570","3572","undirected"
"3570","6774","undirected"
"3572","3716","undirected"
"3572","3717","undirected"
"3572","3977","undirected"
"3572","9180","undirected"
"3572","5295","undirected"
"3572","5580","undirected"
"3572","5781","undirected"
"3572","5777","undirected"
"3572","9021","undirected"
"3572","6774","undirected"
"3572","7297","undirected"
"3572","7409","undirected"
"3575","2185","undirected"
"3636","3643","undirected"
"3643","3667","undirected"
"3643","8660","undirected"
"3643","3717","undirected"
"3643","5594","undirected"
"3643","5595","undirected"
"3643","5580","undirected"
"3643","5770","undirected"
"3643","5781","undirected"
"3643","5777","undirected"
"3643","5921","undirected"
"3643","25970","undirected"
"3643","4087","undirected"
"3643","9021","undirected"
"3643","7409","undirected"
"3643","10451","undirected"
"3656","4615","undirected"
"3656","114609","undirected"
"3656","7098","undirected"
"3656","7189","undirected"
"11213","4615","undirected"
"11213","7189","undirected"
"51135","4615","undirected"
"51135","114609","undirected"
"51135","7189","undirected"
"3659","10379","undirected"
"3659","6772","undirected"
"3661","3663","undirected"
"3661","3665","undirected"
"3661","10010","undirected"
"3661","29110","undirected"
"3663","9611","undirected"
"3663","9612","undirected"
"3663","25942","undirected"
"3665","4615","undirected"
"3665","10010","undirected"
"3665","7189","undirected"
"10379","4790","undirected"
"10379","5970","undirected"
"10379","6772","undirected"
"10379","6773","undirected"
"3667","8660","undirected"
"3667","3716","undirected"
"3667","3717","undirected"
"3667","3718","undirected"
"3667","5599","undirected"
"3667","8440","undirected"
"3667","5290","undirected"
"3667","5295","undirected"
"3667","5580","undirected"
"3667","5747","undirected"
"3667","5770","undirected"
"3667","5781","undirected"
"3667","2810","undirected"
"3667","8651","undirected"
"3667","7531","undirected"
"8660","3716","undirected"
"8660","5295","undirected"
"8660","5781","undirected"
"8660","2810","undirected"
"8660","8651","undirected"
"8660","7297","undirected"
"8660","7532","undirected"
"8660","10971","undirected"
"9636","5495","undirected"
"9636","7706","undirected"
"51477","5515","undirected"
"83737","3725","undirected"
"83737","4851","undirected"
"83737","8650","undirected"
"83737","5430","undirected"
"83737","5431","undirected"
"83737","5434","undirected"
"83737","8737","undirected"
"83737","2810","undirected"
"83737","4088","undirected"
"83737","4092","undirected"
"83737","7157","undirected"
"83737","7161","undirected"
"83737","10413","undirected"
"3672","284217","undirected"
"3673","284217","undirected"
"3675","3691","undirected"
"3675","3693","undirected"
"3676","5747","undirected"
"3680","3371","undirected"
"3683","3689","undirected"
"3685","3690","undirected"
"3689","2185","undirected"
"3689","6850","undirected"
"3689","8875","undirected"
"3690","5156","undirected"
"3690","5159","undirected"
"3690","5747","undirected"
"3690","2185","undirected"
"3690","7057","undirected"
"3693","10298","undirected"
"3693","9063","undirected"
"3693","5747","undirected"
"3702","27040","undirected"
"3702","3937","undirected"
"3702","8651","undirected"
"3705","7186","undirected"
"3708","3710","undirected"
"3708","10335","undirected"
"3708","387","undirected"
"3708","7225","undirected"
"3710","7225","undirected"
"182","4851","undirected"
"182","4853","undirected"
"182","4854","undirected"
"3714","4851","undirected"
"3714","4853","undirected"
"3714","4854","undirected"
"3716","2185","undirected"
"3716","5781","undirected"
"3716","5777","undirected"
"3716","5894","undirected"
"3716","10254","undirected"
"3716","6774","undirected"
"3716","6776","undirected"
"3716","6777","undirected"
"3716","7006","undirected"
"3716","7132","undirected"
"3716","7253","undirected"
"3716","7297","undirected"
"3717","3815","undirected"
"3717","4067","undirected"
"3717","5295","undirected"
"3717","5519","undirected"
"3717","5618","undirected"
"3717","5747","undirected"
"3717","2185","undirected"
"3717","5770","undirected"
"3717","5781","undirected"
"3717","5777","undirected"
"3717","5894","undirected"
"3717","25970","undirected"
"3717","8651","undirected"
"3717","9021","undirected"
"3717","8027","undirected"
"3717","10254","undirected"
"3717","6772","undirected"
"3717","6774","undirected"
"3717","6776","undirected"
"3717","6777","undirected"
"3717","7006","undirected"
"3717","7132","undirected"
"3717","7253","undirected"
"3717","7409","undirected"
"3718","3953","undirected"
"3718","2185","undirected"
"3718","8027","undirected"
"3718","10254","undirected"
"3718","6776","undirected"
"3718","6777","undirected"
"3725","5594","undirected"
"3725","5595","undirected"
"3725","5599","undirected"
"3725","5601","undirected"
"3725","4609","undirected"
"3725","8648","undirected"
"3725","9612","undirected"
"3725","8554","undirected"
"3725","9063","undirected"
"3725","5300","undirected"
"3725","5531","undirected"
"3725","5587","undirected"
"3725","5970","undirected"
"3725","4087","undirected"
"3725","4088","undirected"
"3725","6667","undirected"
"3725","6772","undirected"
"3725","6774","undirected"
"3725","6775","undirected"
"3725","6778","undirected"
"3725","7409","undirected"
"3727","5594","undirected"
"3727","5599","undirected"
"3727","4088","undirected"
"3753","3784","undirected"
"3760","3762","undirected"
"3784","5499","undirected"
"3784","5566","undirected"
"3784","5576","undirected"
"3784","7189","undirected"
"3791","5921","undirected"
"3791","25759","undirected"
"11127","4296","undirected"
"3815","4254","undirected"
"3815","4067","undirected"
"3815","4145","undirected"
"3815","5295","undirected"
"3815","5296","undirected"
"3815","5781","undirected"
"3815","5777","undirected"
"3815","8651","undirected"
"3815","6772","undirected"
"3815","7006","undirected"
"10365","57154","undirected"
"3845","5290","undirected"
"3845","5294","undirected"
"3845","5894","undirected"
"3845","5924","undirected"
"889","5906","undirected"
"889","25898","undirected"
"283455","5604","undirected"
"3912","7040","undirected"
"27040","11184","undirected"
"27040","5295","undirected"
"27040","6850","undirected"
"27040","7409","undirected"
"27040","7535","undirected"
"3937","4067","undirected"
"3937","4690","undirected"
"3937","5295","undirected"
"3937","5777","undirected"
"3937","7409","undirected"
"3937","7534","undirected"
"3937","7535","undirected"
"51176","51701","undirected"
"51176","4851","undirected"
"51176","51588","undirected"
"51176","8607","undirected"
"51176","4087","undirected"
"51176","4088","undirected"
"51176","4089","undirected"
"51176","4092","undirected"
"3952","6774","undirected"
"3953","5300","undirected"
"3953","9021","undirected"
"3976","3977","undirected"
"3977","5008","undirected"
"3977","5777","undirected"
"23175","4776","undirected"
"23175","5465","undirected"
"4023","4036","undirected"
"4023","5347","undirected"
"4036","9223","undirected"
"4036","9479","undirected"
"4036","23542","undirected"
"4036","7057","undirected"
"4040","7471","undirected"
"4052","7040","undirected"
"4055","7185","undirected"
"4055","7186","undirected"
"4055","7187","undirected"
"23643","7097","undirected"
"23643","7099","undirected"
"4067","5595","undirected"
"4067","5141","undirected"
"4067","5294","undirected"
"4067","5336","undirected"
"4067","5747","undirected"
"4067","2185","undirected"
"4067","5777","undirected"
"4067","6198","undirected"
"4067","6199","undirected"
"4067","8631","undirected"
"4067","6850","undirected"
"4067","7006","undirected"
"4067","7297","undirected"
"9223","2810","undirected"
"260425","5728","undirected"
"10892","7186","undirected"
"10892","7189","undirected"
"9794","84441","undirected"
"9794","55534","undirected"
"9794","4851","undirected"
"9794","4853","undirected"
"9794","4854","undirected"
"9794","8554","undirected"
"84441","4851","undirected"
"55534","4851","undirected"
"5604","4214","undirected"
"5604","5594","undirected"
"5604","5595","undirected"
"5604","5894","undirected"
"5604","7409","undirected"
"5605","5594","undirected"
"5605","5595","undirected"
"5606","5608","undirected"
"5606","5595","undirected"
"5606","23542","undirected"
"5606","5330","undirected"
"5606","4092","undirected"
"6416","5609","undirected"
"6416","4214","undirected"
"6416","4296","undirected"
"6416","10746","undirected"
"6416","5871","undirected"
"6416","5599","undirected"
"5607","10746","undirected"
"5607","4215","undirected"
"5607","5598","undirected"
"5607","7534","undirected"
"5608","5330","undirected"
"5608","4092","undirected"
"5609","4296","undirected"
"5609","7786","undirected"
"5609","9175","undirected"
"5609","10746","undirected"
"5609","5599","undirected"
"5609","9479","undirected"
"5609","23542","undirected"
"4214","5871","undirected"
"4214","9448","undirected"
"4214","5594","undirected"
"4214","5599","undirected"
"4214","5894","undirected"
"4214","7186","undirected"
"4214","7531","undirected"
"4296","11184","undirected"
"4296","9479","undirected"
"4296","23542","undirected"
"7786","9479","undirected"
"7786","23542","undirected"
"9175","9479","undirected"
"9020","4791","undirected"
"9020","4792","undirected"
"9020","8737","undirected"
"9020","7185","undirected"
"9020","7186","undirected"
"9020","7187","undirected"
"9020","7189","undirected"
"10746","5599","undirected"
"10746","2810","undirected"
"10746","7531","undirected"
"4215","7450","undirected"
"4215","7531","undirected"
"4215","7532","undirected"
"11184","4690","undirected"
"11184","5531","undirected"
"5871","4218","undirected"
"5871","7186","undirected"
"9448","4690","undirected"
"9448","5581","undirected"
"9448","5921","undirected"
"5594","9261","undirected"
"5594","2872","undirected"
"5594","4609","undirected"
"5594","5581","undirected"
"5594","84867","undirected"
"5594","5801","undirected"
"5594","5894","undirected"
"5594","9252","undirected"
"5594","6256","undirected"
"5594","6720","undirected"
"5594","6776","undirected"
"5594","7054","undirected"
"5594","7157","undirected"
"5594","7249","undirected"
"5594","7409","undirected"
"5602","23542","undirected"
"5602","4170","undirected"
"5602","7157","undirected"
"5600","9252","undirected"
"5595","4609","undirected"
"5595","84867","undirected"
"5595","5801","undirected"
"5595","5894","undirected"
"5595","8986","undirected"
"5595","6256","undirected"
"5595","6720","undirected"
"5595","7054","undirected"
"5595","7157","undirected"
"5598","4205","undirected"
"5598","4208","undirected"
"5598","5801","undirected"
"5598","5894","undirected"
"5598","7531","undirected"
"5599","9479","undirected"
"5599","4609","undirected"
"5599","3164","undirected"
"5599","5170","undirected"
"5599","5587","undirected"
"5599","5966","undirected"
"5599","387","undirected"
"5599","7132","undirected"
"5599","7157","undirected"
"9479","23542","undirected"
"9479","5601","undirected"
"9479","7074","undirected"
"23542","5601","undirected"
"23542","7074","undirected"
"5601","5587","undirected"
"5601","7157","undirected"
"4137","5300","undirected"
"4137","5663","undirected"
"4137","7534","undirected"
"4141","5564","undirected"
"4145","4914","undirected"
"4149","4609","undirected"
"4149","5292","undirected"
"4149","4088","undirected"
"4149","4089","undirected"
"4149","7003","undirected"
"4170","5300","undirected"
"4170","5366","undirected"
"4170","7416","undirected"
"4190","7157","undirected"
"4191","5091","undirected"
"4193","8650","undirected"
"4193","8493","undirected"
"4193","5747","undirected"
"4193","25898","undirected"
"4193","6198","undirected"
"4193","50484","undirected"
"4193","2810","undirected"
"4193","7157","undirected"
"4193","7161","undirected"
"4193","10971","undirected"
"5469","9969","undirected"
"5469","10025","undirected"
"5469","9440","undirected"
"5469","9862","undirected"
"5469","9442","undirected"
"5469","90390","undirected"
"5469","4609","undirected"
"5469","5300","undirected"
"5469","5430","undirected"
"5469","5434","undirected"
"5469","5435","undirected"
"5469","5468","undirected"
"5469","10891","undirected"
"5469","6256","undirected"
"5469","6720","undirected"
"5469","7067","undirected"
"5469","7157","undirected"
"5469","10971","undirected"
"9969","90390","undirected"
"9969","6720","undirected"
"10025","90390","undirected"
"10025","4609","undirected"
"10025","10891","undirected"
"10025","7067","undirected"
"9440","90390","undirected"
"9440","10891","undirected"
"9440","7157","undirected"
"9862","90390","undirected"
"9862","5465","undirected"
"9862","5468","undirected"
"9862","6256","undirected"
"9862","4086","undirected"
"9862","4087","undirected"
"9862","4088","undirected"
"9862","6720","undirected"
"9862","7067","undirected"
"9442","90390","undirected"
"90390","5430","undirected"
"90390","5435","undirected"
"4205","4087","undirected"
"4205","7067","undirected"
"4208","10499","undirected"
"4208","4087","undirected"
"4208","6667","undirected"
"4208","7003","undirected"
"4208","7534","undirected"
"4210","29108","undirected"
"4233","6654","undirected"
"4233","6774","undirected"
"4313","7040","undirected"
"4313","7057","undirected"
"4318","7040","undirected"
"4318","7057","undirected"
"64398","50855","undirected"
"22808","5894","undirected"
"22808","51735","undirected"
"2206","6850","undirected"
"4609","9063","undirected"
"4609","5292","undirected"
"4609","5426","undirected"
"4609","5430","undirected"
"4609","5894","undirected"
"4609","5970","undirected"
"4609","8607","undirected"
"4609","6502","undirected"
"4609","4087","undirected"
"4609","4088","undirected"
"4609","22938","undirected"
"4609","6667","undirected"
"4609","7074","undirected"
"4609","7161","undirected"
"4615","8405","undirected"
"4615","114609","undirected"
"4615","7097","undirected"
"4615","7098","undirected"
"4615","7099","undirected"
"4615","7189","undirected"
"4633","5062","undirected"
"4638","5058","undirected"
"653361","5970","undirected"
"4690","5058","undirected"
"4690","5159","undirected"
"4690","5216","undirected"
"4690","5747","undirected"
"4690","5921","undirected"
"4690","6237","undirected"
"4690","8651","undirected"
"4690","30837","undirected"
"4690","6654","undirected"
"4690","29110","undirected"
"4690","8976","undirected"
"8440","5058","undirected"
"8440","5159","undirected"
"8440","5747","undirected"
"8440","6654","undirected"
"8648","10499","undirected"
"8648","9611","undirected"
"8648","4790","undirected"
"8648","3164","undirected"
"8648","5465","undirected"
"8648","5468","undirected"
"8648","10891","undirected"
"8648","3276","undirected"
"8648","6256","undirected"
"8648","22938","undirected"
"8648","6774","undirected"
"8648","6776","undirected"
"8648","6778","undirected"
"8648","7003","undirected"
"8648","8463","undirected"
"8648","7067","undirected"
"8648","7068","undirected"
"8648","10971","undirected"
"10499","5467","undirected"
"10499","5468","undirected"
"10499","3276","undirected"
"10499","6256","undirected"
"10499","22938","undirected"
"10499","6778","undirected"
"10499","6898","undirected"
"10499","7067","undirected"
"10499","7068","undirected"
"10499","10587","undirected"
"9611","9612","undirected"
"9611","4790","undirected"
"9611","4792","undirected"
"9611","8554","undirected"
"9611","5465","undirected"
"9611","5467","undirected"
"9611","5468","undirected"
"9611","5499","undirected"
"9611","5500","undirected"
"9611","5501","undirected"
"9611","6256","undirected"
"9611","25942","undirected"
"9611","22938","undirected"
"9611","6667","undirected"
"9611","79718","undirected"
"9611","7067","undirected"
"9611","7068","undirected"
"9611","7157","undirected"
"9611","10587","undirected"
"9612","4790","undirected"
"9612","4792","undirected"
"9612","4793","undirected"
"9612","3164","undirected"
"9612","5465","undirected"
"9612","5467","undirected"
"9612","5468","undirected"
"9612","3516","undirected"
"9612","5970","undirected"
"9612","6256","undirected"
"9612","25942","undirected"
"9612","22938","undirected"
"9612","6667","undirected"
"9612","6722","undirected"
"9612","7067","undirected"
"9612","7068","undirected"
"4763","5430","undirected"
"4763","4087","undirected"
"4763","4088","undirected"
"4763","4089","undirected"
"4771","6654","undirected"
"4772","5292","undirected"
"4776","7534","undirected"
"4790","4791","undirected"
"4790","4792","undirected"
"4790","4851","undirected"
"4790","5430","undirected"
"4790","5531","undirected"
"4790","5966","undirected"
"4790","5970","undirected"
"4790","5971","undirected"
"4790","6256","undirected"
"4790","6667","undirected"
"4790","6774","undirected"
"4790","6778","undirected"
"4790","29110","undirected"
"4791","5966","undirected"
"4791","5970","undirected"
"4791","5971","undirected"
"4791","6667","undirected"
"4791","29110","undirected"
"4792","5295","undirected"
"4792","5921","undirected"
"4792","5966","undirected"
"4792","5970","undirected"
"4792","5971","undirected"
"4792","291","undirected"
"4792","7157","undirected"
"4793","5468","undirected"
"4793","5966","undirected"
"4793","5970","undirected"
"4793","6256","undirected"
"4804","8717","undirected"
"4804","7185","undirected"
"4804","7186","undirected"
"4804","7187","undirected"
"4804","7189","undirected"
"85409","7039","undirected"
"51701","5468","undirected"
"51701","6502","undirected"
"4830","4832","undirected"
"4830","7074","undirected"
"4842","5777","undirected"
"4851","4854","undirected"
"4851","8650","undirected"
"4851","5290","undirected"
"4851","5663","undirected"
"4851","3516","undirected"
"4851","5970","undirected"
"4851","4088","undirected"
"4851","22938","undirected"
"4853","3516","undirected"
"4854","22938","undirected"
"4878","4882","undirected"
"4879","4882","undirected"
"4852","4886","undirected"
"3164","27330","undirected"
"3164","6256","undirected"
"3164","6258","undirected"
"3164","7157","undirected"
"3164","7428","undirected"
"8439","7132","undirected"
"4908","4914","undirected"
"4908","4916","undirected"
"4914","5770","undirected"
"4914","5906","undirected"
"4914","25970","undirected"
"4914","7189","undirected"
"4916","5770","undirected"
"8650","10928","undirected"
"8650","6477","undirected"
"8650","7157","undirected"
"9253","7189","undirected"
"4985","4988","undirected"
"4988","5338","undirected"
"5048","5049","undirected"
"5048","5050","undirected"
"5049","5050","undirected"
"5049","54776","undirected"
"5050","7157","undirected"
"5053","5860","undirected"
"10606","7189","undirected"
"5058","5313","undirected"
"5058","5894","undirected"
